City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,molde,62.7375,7.1591,26.44,63,0,8.05,NO,1701285382
365,bahia de caraquez,-0.6,-80.4167,79.27,71,76,11.18,EC,1701285382
366,ouadda,8.0777,22.4007,73.69,46,100,2.33,CF,1701285383
367,radyvyliv,50.1299,25.2558,19.13,95,68,10.65,UA,1701285383
368,hotan,37.0997,79.9269,36.97,29,96,1.61,CN,1701285383
369,mae ramat,16.984,98.5166,74.8,94,100,1.72,TH,1701285383
370,tomohon,1.3346,124.8392,67.14,94,58,1.32,ID,1701285384
371,miri,4.4148,114.0089,78.94,100,40,3.44,MY,1701285384
372,crucecita,-28.95,-58.9833,89.85,62,44,7.38,AR,1701285384
373,orsa,54.5153,30.4053,32.38,98,100,11.72,BY,1701285384
374,tangalle,6.024,80.7911,75.36,87,100,6.2,LK,1701285385
375,port saint john's,-31.6229,29.5448,66.9,66,86,6.22,ZA,1701285385
376,aksu,41.1231,80.2644,36.34,46,15,4.41,CN,1701285385
377,lijiang,26.8688,100.2207,42.66,67,100,3.56,CN,1701285385
378,zofingen,47.2878,7.9459,36.63,94,100,2.62,CH,1701285386
379,kambia,9.1167,-12.9167,79.32,82,100,3.38,SL,1701285386
380,chiknayakanhalli,13.4172,76.6228,69.4,86,100,7.09,IN,1701285386
381,kudahuvadhoo,2.6708,72.8944,81.88,76,18,2.82,MV,1701285386
382,marathon,44.9,-89.7668,37.87,69,0,12.66,US,1701285387
383,thunder bay,48.4001,-89.3168,35.58,69,75,10.36,CA,1701285228
384,pitimbu,-7.4706,-34.8086,84.79,69,20,12.95,BR,1701285387
385,san patricio,28.017,-97.5169,71.55,79,100,12.08,US,1701285387
386,pielavesi,63.2333,26.75,11.39,99,86,3.83,FI,1701285388
387,zhlobin,52.8926,30.024,29.68,97,100,15.35,BY,1701285388
388,isla mujeres,21.2311,-86.731,77.16,69,100,16.33,MX,1701285388
389,kabo,7.6994,18.629,82.63,41,55,4.18,CF,1701285388
390,ndjole,-0.1783,10.7649,76.93,93,61,2.59,GA,1701285388
391,puerto carreno,6.189,-67.4859,93.18,52,20,5.75,CO,1701285389
392,sungai penuh,-2.0833,101.3833,66.72,99,100,1.23,ID,1701285389
393,rio gallegos,-51.6226,-69.2181,57.25,23,100,9.22,AR,1701285389
394,kerikeri,-35.2268,173.9474,56.91,91,9,3.78,NZ,1701285390
395,koysinceq,36.0821,44.6278,49.64,55,0,1.68,IQ,1701285390
396,edd,13.9297,41.6925,82.11,69,21,15.05,ER,1701285390
397,kapuskasing,49.4169,-82.4331,26.69,86,100,9.22,CA,1701285125
398,melekeok village,7.4957,134.6367,81.91,84,83,14.03,PW,1701285391
399,tommot,58.9564,126.2925,4.82,92,100,10.6,RU,1701285391
400,barranca,-10.75,-77.7667,71.98,68,16,12.12,PE,1701285391
401,huazhou,21.6333,110.5833,70.48,86,100,4.56,CN,1701285391
402,yemva,62.59,50.8594,22.64,98,100,3.0,RU,1701285392
403,hancheng,32.5186,112.3522,40.14,32,100,9.51,CN,1701285392
404,kutum,14.2,24.6667,71.19,25,21,9.33,SD,1701285392
405,saarijarvi,62.7049,25.254,24.96,99,100,3.85,FI,1701285392
406,labytnangi,66.6572,66.4183,15.49,95,100,10.33,RU,1701285393
407,salinopolis,-0.6136,-47.3561,82.78,74,28,11.5,BR,1701285393
408,port moresby,-9.4431,147.1797,76.53,90,96,2.84,PG,1701285393
409,yeppoon,-23.1333,150.7333,78.58,96,27,4.07,AU,1701285394
410,ust'-kut,56.7938,105.7672,6.44,87,100,5.01,RU,1701285394
411,ushibukamachi,32.1906,130.0228,55.72,82,100,22.15,JP,1701285394
412,micheweni,-4.9667,39.8333,81.34,85,22,12.48,TZ,1701285394
413,humaita,-7.5061,-63.0208,88.84,56,90,3.49,BR,1701285394
414,ola,59.5833,151.2833,8.29,83,99,6.71,RU,1701285395
415,utrik,11.2278,169.8474,81.23,66,100,21.32,MH,1701285395
416,bolgar,54.95,49.0667,18.03,99,90,4.83,RU,1701285395
417,mokhsogollokh,61.4681,128.9203,-1.08,93,100,8.21,RU,1701285395
418,viedma,-40.8135,-62.9967,84.72,14,0,3.27,AR,1701285396
419,karratha,-20.7377,116.8463,75.34,58,0,12.44,AU,1701285396
420,ad dilam,23.9915,47.1627,66.61,40,0,8.55,SA,1701285396
421,mutare,-18.9707,32.6709,70.29,62,58,3.24,ZW,1701285396
422,mangai,-4.05,19.5333,70.65,99,100,2.42,CD,1701285397
423,sao gabriel da cachoeira,-0.1303,-67.0892,78.6,94,75,8.05,BR,1701285397
424,tolanaro,-25.0319,46.9987,77.22,74,0,4.16,MG,1701285398
425,reggane,26.7158,0.1714,64.78,13,0,3.38,DZ,1701285398
426,batang,-6.4846,110.7083,79.36,85,89,4.14,ID,1701285142
427,montpon-menesterol,45.0,0.1667,42.78,95,100,8.9,FR,1701285398
428,antofagasta,-23.65,-70.4,69.08,68,35,10.13,CL,1701285399
429,ylitornio,66.3089,23.6773,22.3,94,100,8.55,FI,1701285399
430,berezovyy,51.6667,135.7,-2.96,83,13,2.82,RU,1701285399
431,yarmouth,41.7057,-70.2286,37.99,45,0,16.11,US,1701285399
432,altai,46.3722,96.2583,6.85,46,0,2.1,MN,1701285399
433,rabo de peixe,37.8,-25.5833,61.99,99,75,14.97,PT,1701285400
434,lethem,3.3803,-59.7968,94.75,34,13,13.94,GY,1701285400
435,mayo,38.8876,-76.5119,41.45,34,0,9.22,US,1701285400
436,amuntai,-2.4177,115.2494,74.95,97,100,1.14,ID,1701285400
437,zabol,32.25,67.25,45.54,37,36,6.24,AF,1701285401
438,kununurra,-15.7667,128.7333,80.58,89,8,4.61,AU,1701285401
439,manokwari,-0.8667,134.0833,78.53,80,96,3.53,ID,1701285401
440,penza,53.2007,45.0046,27.25,82,100,5.99,RU,1701285402
441,catalao,-18.1658,-47.9464,73.67,71,100,9.48,BR,1701285250
442,pacific grove,36.6177,-121.9166,63.43,75,20,4.61,US,1701285402
443,zeerust,-25.5369,26.0751,71.82,49,100,3.62,ZA,1701285402
444,siracusa,37.0881,15.2792,58.59,68,4,7.34,IT,1701285402
445,umm kaddadah,13.6017,26.6876,75.04,24,55,13.11,SD,1701285403
446,dunedin,-45.8742,170.5036,50.81,70,72,5.01,NZ,1701285391
447,yinchuan,38.4681,106.2731,21.06,25,0,3.09,CN,1701285403
448,oriximina,-1.7656,-55.8661,87.13,56,97,4.29,BR,1701285404
449,bandon,51.7469,-8.7425,40.59,93,53,9.33,IE,1701285404
450,ishigaki,24.3448,124.1572,73.53,88,75,3.44,JP,1701285404
451,el colorado,-26.3081,-59.3729,98.49,42,0,8.01,AR,1701285405
452,mogocha,53.7333,119.7667,0.46,89,100,3.09,RU,1701285405
453,roma,43.2128,-75.4557,31.82,63,75,8.05,US,1701285241
454,erenhot,43.6475,111.9767,5.4,85,5,6.55,CN,1701285405
455,zeya,53.75,127.2667,2.48,58,75,4.07,RU,1701285406
456,guroymak,38.5774,42.0281,34.0,56,65,2.37,TR,1701285406
457,brisas de zicatela,15.8369,-97.0419,86.52,62,40,5.75,MX,1701285406
458,rio preto da eva,-2.6994,-59.6997,91.15,48,100,1.14,BR,1701285406
459,tank,32.2217,70.3793,67.26,29,10,3.2,PK,1701285407
460,kem',64.9555,34.5793,15.84,97,98,3.74,RU,1701285410
461,cabo san lucas,22.8909,-109.9124,85.6,67,0,10.36,MX,1701285183
462,oltinko'l,40.8011,72.1634,54.73,56,100,3.04,UZ,1701285410
463,santana,-0.0583,-51.1817,93.38,49,40,12.66,BR,1701285410
464,opuwo,-18.0607,13.84,73.27,68,100,10.51,NA,1701285411
465,mogadishu,2.0371,45.3438,82.04,76,28,16.84,SO,1701285411
466,poso,-1.3959,120.7524,78.03,85,100,2.8,ID,1701285412
467,spring valley,36.108,-115.245,57.81,27,75,3.44,US,1701285241
468,kas,36.2018,29.6377,60.22,80,34,1.45,TR,1701285412
469,acajutla,13.5928,-89.8275,87.98,52,100,5.32,SV,1701285412
470,tadine,-21.55,167.8833,72.64,77,75,6.64,NC,1701285413
471,najaf,31.9985,44.3398,59.04,42,0,8.88,IQ,1701285413
472,xining,36.6167,101.7667,24.19,74,45,1.45,CN,1701285413
473,geraldton,-28.7667,114.6,61.21,88,54,8.05,AU,1701285413
474,fabens,31.5023,-106.1586,64.27,43,0,2.89,US,1701285414
475,ljusdal,61.8288,16.0913,22.42,93,98,7.58,SE,1701285414
476,guerrero negro,27.9769,-114.0611,67.68,55,4,17.9,MX,1701285414
477,olavarria,-36.8927,-60.3225,82.6,35,86,8.32,AR,1701285414
478,ndibene dahra,15.3338,-15.4766,84.6,13,0,7.02,SN,1701285415
479,joacaba,-27.1781,-51.5047,81.84,69,3,6.15,BR,1701285282
480,oppdal,62.5943,9.6912,8.74,92,100,7.31,NO,1701285415
481,natal,-5.795,-35.2094,84.85,65,0,14.97,BR,1701285323
482,kahriz,34.3838,47.0553,39.27,81,0,2.3,IR,1701285416
483,lata,40.1629,-8.3327,62.82,95,99,7.67,PT,1701285416
484,neyshabur,36.2133,58.7958,46.45,70,19,2.55,IR,1701285416
485,villers-cotterets,49.2531,3.09,42.46,89,100,6.26,FR,1701285417
486,baijiantan,45.6333,85.1833,34.57,41,47,7.85,CN,1701285417
487,akrehamn,59.2667,5.1833,32.0,54,0,6.91,NO,1701285417
488,armidale,-30.5167,151.65,51.64,88,3,6.96,AU,1701285417
489,huarmey,-10.0681,-78.1522,73.99,70,36,11.72,PE,1701285417
490,robore,-18.3333,-59.75,96.89,44,40,17.27,BO,1701285418
491,jesup,31.6074,-81.8854,57.34,28,0,0.0,US,1701285419
492,tocoa,15.6833,-86.0,83.82,67,100,4.83,HN,1701285321
493,ocean city,39.2776,-74.5746,39.11,51,10,8.99,US,1701285419
494,puntarenas,9.9763,-84.8384,85.64,63,95,4.32,CR,1701285420
495,gerash,27.6652,54.1371,57.34,33,100,2.57,IR,1701285420
496,hinthada,17.6333,95.4667,72.19,69,100,9.08,MM,1701285420
497,bouar,5.934,15.596,71.55,73,29,1.68,CF,1701285420
498,vico del gargano,41.8983,15.9576,44.06,66,61,7.96,IT,1701285421
499,joseni,46.7,25.5,14.77,99,87,3.51,RO,1701285421
500,tanout,14.9709,8.8879,81.27,19,2,10.94,NE,1701285421
501,tual,-5.6667,132.75,83.25,74,31,5.23,ID,1701285421
502,necochea,-38.5473,-58.7368,77.32,54,100,9.48,AR,1701285422
503,fale old settlement,-9.3852,-171.2468,84.33,74,97,14.79,TK,1701285422
504,san antonio oeste,-40.7319,-64.9477,81.75,23,0,15.95,AR,1701285423
505,cairo,30.0626,31.2497,66.96,63,0,8.05,EG,1701285423
506,genhe,50.7833,121.5167,-12.03,99,100,3.36,CN,1701285423
507,kargat,55.1956,80.2811,22.3,82,100,7.63,RU,1701285423
508,haiku-pauwela,20.9219,-156.3051,73.04,92,100,6.91,US,1701285424
509,colares,38.7992,-9.4469,65.34,96,77,20.0,PT,1701285424
510,rouissat,31.9243,5.3502,64.47,24,0,4.61,DZ,1701285424
511,lensk,60.7253,114.9278,0.7,90,96,13.82,RU,1701285424
512,keflavik,64.0049,-22.5624,37.83,93,40,5.75,IS,1701285425
513,maun,-19.9833,23.4167,84.16,37,0,0.0,BW,1701285425
514,shingu,33.7333,135.9833,50.05,77,100,5.55,JP,1701285425
515,caldas novas,-17.7417,-48.625,79.95,62,97,10.65,BR,1701285425
516,buka,40.8108,69.1986,49.98,80,100,7.52,UZ,1701285426
517,sao joao da barra,-21.6403,-41.0511,84.29,85,100,9.53,BR,1701285427
518,rusape,-18.5278,32.1284,71.42,52,81,5.06,ZW,1701285428
519,rebrikha,53.0733,82.3408,31.95,56,100,5.95,RU,1701285428
520,malvan,16.0667,73.4667,78.04,77,17,11.5,IN,1701285429
521,tomatlan,19.9333,-105.25,88.09,46,100,4.52,MX,1701285429
522,parambu,-6.2111,-40.6944,93.18,28,14,5.88,BR,1701285429
523,garissa,-0.4536,39.6401,82.4,69,100,8.97,KE,1701285429
524,qarazhal,48.0078,70.7903,40.19,87,100,16.2,KZ,1701285430
525,kendari,-3.945,122.4989,76.96,89,100,1.54,ID,1701285430
526,merizo village,13.2658,144.6691,82.13,92,37,19.53,GU,1701285431
527,madingou,-4.1536,13.55,74.7,93,91,1.14,CG,1701285431
528,villa gesell,-37.2639,-56.973,63.75,86,100,6.69,AR,1701285431
529,el granada,37.5027,-122.4694,61.16,80,75,5.75,US,1701285432
530,eirunepe,-6.6603,-69.8736,88.18,59,100,2.35,BR,1701285432
531,prince rupert,54.3161,-130.3201,46.09,85,100,16.11,CA,1701285154
532,chibuto,-24.6867,33.5306,69.93,75,100,17.69,MZ,1701285433
533,tazacorte,28.629,-17.9293,70.77,85,20,16.11,ES,1701285433
534,karditsa,39.3656,21.9217,49.59,77,34,5.5,GR,1701285433
535,labuan,5.2767,115.2417,82.76,78,20,3.44,MY,1701285434
536,savanna-la-mar,18.219,-78.1332,87.93,59,92,4.54,JM,1701285434
537,kegeyli shahar,42.7767,59.6078,30.29,64,0,7.56,UZ,1701285434
538,hasaki,35.7333,140.8333,41.4,46,100,11.81,JP,1701285435
539,'ain el melh,34.8415,4.1638,54.54,43,7,3.13,DZ,1701285435
540,yaren,-0.5472,166.916,82.62,75,100,7.9,NR,1701285435
541,sotouboua,8.5667,0.9833,85.86,41,21,2.64,TG,1701285435
542,fort wellington,6.4,-57.6,85.03,61,99,8.88,GY,1701285436
543,puerto san jose,13.9256,-90.8244,85.73,56,100,6.78,GT,1701285436
544,lorengau,-2.0226,147.2712,81.54,78,100,5.86,PG,1701285436
545,inda silase,14.1031,38.2829,61.0,40,5,10.04,ET,1701285436
546,ponta delgada,37.7333,-25.6667,63.19,94,75,14.97,PT,1701285436
547,honefoss,60.168,10.2565,28.15,93,100,8.1,NO,1701285437
548,turgenevo,54.8455,46.3297,15.13,95,100,6.44,RU,1701285437
549,karasu,41.071,30.7854,57.4,78,99,6.46,TR,1701285437
550,gretna,29.9147,-90.054,64.0,40,75,9.22,US,1701285438
551,aswan,24.0934,32.907,72.01,24,100,8.72,EG,1701285438
552,coquimbo,-29.9533,-71.3436,65.93,68,0,13.8,CL,1701285424
553,ngorongoro,-3.2397,35.4875,56.34,89,67,2.48,TZ,1701285438
554,ingeniero jacobacci,-41.3427,-69.5448,63.19,38,45,24.11,AR,1701285439
555,tabuk,17.4189,121.4443,74.01,95,99,1.36,PH,1701285439
556,kachug,53.9606,105.8817,-5.49,99,100,2.17,RU,1701285439
557,ca mau,9.1769,105.15,75.76,95,100,6.04,VN,1701285440
558,nagato,34.3833,131.2,51.03,71,100,20.31,JP,1701285440
559,martapura,-3.4167,114.85,78.89,100,100,3.44,ID,1701285440
560,sarykemer,43.0,71.5,45.88,75,100,7.9,KZ,1701285441
561,fort mcmurray,56.7268,-111.381,29.79,86,100,8.05,CA,1701285441
562,taltal,-25.4,-70.4833,67.01,69,25,7.49,CL,1701285441
563,harnosand,62.6323,17.9379,28.4,93,100,12.64,SE,1701285442
564,pacasmayo,-7.4006,-79.5714,72.91,70,36,13.78,PE,1701285442
565,jiwani,25.05,61.7417,76.77,65,6,11.86,PK,1701285443
566,kloulklubed,7.0419,134.2556,83.28,80,35,17.29,PW,1701285443
567,flying fish cove,-10.4217,105.6791,76.68,83,75,9.22,CX,1701285444
568,yuxi,24.355,102.5422,50.36,92,100,2.55,CN,1701285444
569,aykhal,66.0,111.5,10.96,73,100,22.32,RU,1701285444
570,chui,-33.6971,-53.4616,69.28,88,100,10.18,UY,1701285445
571,spearfish,44.4908,-103.8594,56.88,13,0,16.11,US,1701285445
572,loukhi,66.0764,33.0381,23.22,97,100,5.86,RU,1701285445
573,akureyri,65.6835,-18.0878,30.13,100,75,0.0,IS,1701285445
574,caleta de carquin,-11.0925,-77.6267,72.5,70,13,12.88,PE,1701285446
575,amga,60.8953,131.9608,-12.51,100,100,2.01,RU,1701285447
576,carahue,-38.7,-73.1667,66.43,49,4,8.48,CL,1701285433
577,sarpang,26.864,90.2674,62.19,64,3,4.72,BT,1701285449
578,maua,-23.6678,-46.4614,79.36,67,28,13.71,BR,1701285449
579,chipinge,-20.1883,32.6236,73.17,57,55,7.9,ZW,1701285450
580,nuku'alofa,-21.1333,-175.2,79.14,89,75,4.61,TO,1701285451
581,yuzhno-kurilsk,44.0306,145.8556,33.37,54,53,20.54,RU,1701285457
582,ganghwa-gun,37.7472,126.4856,22.89,52,5,14.29,KR,1701285457
583,guiuan,11.0333,125.7247,82.63,80,98,15.28,PH,1701285457
584,abu dhabi,24.4667,54.3667,80.94,63,20,10.36,AE,1701285324
585,qaryat suluq,31.6682,20.2521,64.53,59,100,4.99,LY,1701285458
586,happy valley-goose bay,53.3168,-60.3315,25.11,63,75,11.5,CA,1701285312
587,takab,36.4009,47.1133,37.85,36,4,1.03,IR,1701285458
